,Name,Company,LinkedIn,Batch
133,Apostolos Atsalakis,PNOĒ,https://www.linkedin.com/in/apostolos-atsalakis-953032a7,W19
134,Panos Papadiamantis,PNOĒ,https://www.linkedin.com/in/ppapadia/,W19
135,Stephen Grabowski,Gordian Software,https://www.linkedin.com/in/stgrabowski/,W19
136,Angela Edwards,Pyxai,https://www.linkedin.com/in/angela-edwards-1350589/,W19
137,Kurt Edwards,Pyxai,https://www.linkedin.com/in/kurt-edwards-4434b35b,W19
138,André Woodley Jr,In The Room,https://www.linkedin.com/in/andrewoodleyjr,W19
139,Vivian Wang,Landed,https://www.linkedin.com/in/vivian-wang-b0a67a43/,W19
140,Ravi Pamnani,Intact Therapeutics,https://www.linkedin.com/in/rpamnani/,W19
141,Sidhartha Sinha,Intact Therapeutics,https://www.linkedin.com/in/sidhartha-sinha-47277125/,W19
142,Eden Full Goh,Mobot,https://www.linkedin.com/in/edenfull/,W19
143,Thomas Folliard,Excepgen,https://www.linkedin.com/in/thomas-folliard-2b3a8a94/,W19
144,Blake Robertson,Handle.com,http://www.linkedin.com/pub/blake-robertson/2/829/b62/,W19
145,Chris Woodard,Handle.com,https://www.linkedin.com/in/cawoodard/,W19
146,Patrick Hogan,Handle.com,https://www.linkedin.com/in/patrick-james-hogan,W19
147,Nishith Khandwala,Bunkerhill Health,https://www.linkedin.com/in/nishith-khandwala-16b27227,W19
148,David Eng,Bunkerhill Health,http://linkedin.com/in/gnedivad,W19
149,Roman Kudiyarov,Termius,https://www.linkedin.com/in/roman-kudiyarov-0980346/,W19
150,Dmitry Lyfar,Termius,https://www.linkedin.com/in/dmitrylyfar/,W19
151,Oskar Koristka,Supernova,https://www.linkedin.com/in/oskar-koristka-194805114/,W19
152,Jiri Trecak,Supernova,https://cz.linkedin.com/in/jiří-třečák-122ba174,W19
153,Lukas Lange,Probably Genetic,https://www.linkedin.com/in/lukas-lange-8b1aa334/,W19
154,Benjamin Encz,Ashby,https://www.linkedin.com/in/benjaminencz,W19
155,Abhik Pramanik,Ashby,https://www.linkedin.com/in/abhikpramanik/,W19
156,Ramiro Berrelleza,Okteto,https://www.linkedin.com/in/ramiroberrelleza/,W19
157,Pablo Chico de Guzman,Okteto,https://www.linkedin.com/in/pchico/,W19
158,Ramon Lamana,Okteto,https://www.linkedin.com/in/rlamana/,W19
159,Adam Sandler,Bensen,https://linkedin.com/in/adam-sandler-74175925,W19
160,Thomas Eiden,Atomic Alchemy,https://www.linkedin.com/in/thomaseiden,W19
161,Michael Ip,Switchboard,https://www.linkedin.com/in/ipmichael/,W19
162,Cameron MacArthur,AI Insurance,https://www.linkedin.com/in/cammacarthur/,W19
163,Alex Popp,Demodesk,https://www.linkedin.com/in/alexandergeorgpopp/,W19
164,Veronika Wax,Demodesk,https://www.linkedin.com/in/veronikariederle/,W19
165,Stefania Olafsdottir,Avo,https://www.linkedin.com/in/stefaniabjarneyolafsdottir,W19
166,Solvi Logason,Avo,https://www.linkedin.com/in/solviloga/,W19
167,Vince Ning,Nabis,https://www.linkedin.com/in/vcning,W19
168,Jun S. Lee,Nabis,https://www.linkedin.com/in/junsup/,W19
169,Ziang Xie,Sapling.ai,https://www.linkedin.com/in/ziangxie/,W19
170,Jermaine Watkins,WeatherCheck,https://linkedin.com/in/jermainewatkins,W19
171,Demetrius Gray,WeatherCheck,https://www.linkedin.com/in/demetriusgray/,W19
172,James Graham,Community Phone Company,https://www.linkedin.com/in/wittedhaddock/,W19
173,Ayodeji Arikawe,Thrive Agric,https://www.linkedin.com/in/ayodejiarikawe,W19
174,Uka Eje,Thrive Agric,https://www.linkedin.com/in/uka-eje-11481ab2/,W19
175,Yuliya Raquel,Tailornova/Couturme,https://www.linkedin.com/in/yuliya-raquel/,W19
176,Don Straub,Tailornova/Couturme,https://www.linkedin.com/in/don-straub-4b0b3b66/,W19
177,Jorge Zamora,GoLinks,https://www.linkedin.com/in/mrjorgezamora,W19
178,Kyle Mack,Middesk,https://www.linkedin.com/in/kyle-mack-587bbb4b/,W19
179,Kurt Ruppel,Middesk,https://www.linkedin.com/in/kurtruppel/,W19
180,Colin Feo,Windwalk,https://www.linkedin.com/in/colinfeo/,W19
181,Cris Feo,Windwalk,https://www.linkedin.com/in/crisfeo/,W19
182,Samuel Leonard,Windwalk,https://www.linkedin.com/in/samuel-leonard-ba07b89b/,W19
183,Wesley Wierson,LEAH Labs,https://www.linkedin.com/in/wesley-wierson,W19
184,Mike Kijewski,MedCrypt,https://www.linkedin.com/in/mkijewski,W19
185,Eric Pancoast,MedCrypt,https://www.linkedin.com/in/epancoast,W19
186,"Owen Phillips, PhD",BrainKey,https://www.linkedin.com/in/owenrobertphillips/,W19
187,Chris Bache,Hatch,https://www.linkedin.com/in/christopher-bache-2bb13023/,W19
188,Bill Violante,Hatch,https://www.linkedin.com/in/william-violante-858aa541/,W19
189,Scott Davies,FLOWER CO.,https://www.linkedin.com/in/scott-davies-95489016a,W19
190,Ted Lichtenberger,FLOWER CO.,https://www.linkedin.com/in/tedlichtenberger/,W19
191,Alex Beller,Postscript,https://www.linkedin.com/in/alex-beller-70452852,W19
192,Colin Turner,Postscript,https://www.linkedin.com/in/postscript-is-building-the-worlds-greatest-remote-org/,W19
193,Adam Turner,Postscript,https://www.linkedin.com/pub/adam-turner/65/978/a15,W19
194,Clayton Mooney,Nebullam (DBA Clayton Farms),https://www.linkedin.com/in/claytonmooney/,W19
195,Mahmoud Parto,Nebullam (DBA Clayton Farms),https://www.linkedin.com/in/mahmoudp/,W19
196,Danen Pool,Nebullam (DBA Clayton Farms),https://www.linkedin.com/in/danen-pool-80412a8b/,W19
197,Francis Larson,Ascen,https://www.linkedin.com/in/francislarson/,W19
198,Xiaoyan Wu,SciTok,https://www.linkedin.com/in/xiaoyan-wu/,W19
