,Name,Company,LinkedIn,Batch
333,Alex Stewart,Ladder,https://www.linkedin.com/in/alex-stewart-57515420/,S20
334,Sheena Allen,CapWay,http://www.LinkedIn.com/in/SheenaAllen,S20
335,Alex Ray,Parade,https://www.linkedin.com/in/jalexray/,S20
336,David Klein,Parade,https://www.linkedin.com/in/dbklein/,S20
337,Benjamin South Lee,Sonar,https://linkedin.com/in/hoopla,S20
338,Leo Cho,Sonar,https://linkedin.com/in/biocho,S20
339,Randolph Lee,Sonar,linkedin.com/in/bobbytables/,S20
340,Victor Ferrand,Nextstore,https://www.linkedin.com/in/victorferrand/,S20
341,Arthur Bonnecarrere,Nextstore,https://www.linkedin.com/in/arthur-bonnecarrere-7036b314/,S20
342,Ross Chanin,Artifact,https://www.linkedin.com/in/rosschanin/,S20
343,Moncef Biaz,Artifact,https://linkedin.com/in/moncefbiaz,S20
344,Martin Gouy,Artifact,,S20
345,George Quraishi,Artifact,https://www.linkedin.com/in/george-quraishi,S20
346,Julia Niiro,MilkRun,https://www.linkedin.com/in/julia-niiro-065b8816/,S20
347,Shantanu Joshi,Lume,https://www.linkedin.com/in/shantanu-joshi/,S20
348,Christopher Chang,Lume,https://www.linkedin.com/in/christopherycchang/,S20
349,Daniel Citron,AI.Fashion,https://www.linkedin.com/in/dacitron/,S20
350,John Chirikjian,AI.Fashion,https://www.linkedin.com/in/jchirik/,S20
351,Drew Wilson,Letter,https://www.linkedin.com/in/drew-wilson-025a99132/,S20
352,Matt DeLoach,Letter,https://www.linkedin.com/in/matthewdeloach/,S20
353,Christophe Barre,OneKey,https://linkedin.com/in/barrechristophe,S20
354,Ulysse Prygiel,OneKey,https://www.linkedin.com/in/ulysse-prygiel-0706a158/,S20
355,Ish Baid,Virtually,https://linkedin.com/in/ish-baid-11645b87,S20
356,Richard Shepherd,Memo,,S20
357,Peter Saxton,Memo,https://www.linkedin.com/in/peter-saxton-43893145/,S20
358,Rishi Raman,Intelligent,https://www.linkedin.com/in/rishiramanbd/,S20
359,Benjamin Devienne,Jam.gg (formerly Piepacker),https://www.linkedin.com/in/benjamindevienne/,S20
360,Jules Testard,Jam.gg (formerly Piepacker),https://www.linkedin.com/in/julestestard/,S20
361,Ian McHenry,In Stock,https://www.linkedin.com/in/ianmchenry,S20
362,Ustin Zarubin,Streamdal,https://www.linkedin.com/in/ustin-zarubin-319659a2/,S20
363,Daniel Selans,Streamdal,https://www.linkedin.com/in/dselans,S20
364,Pedro Rocha,Oico,https://www.linkedin.com/in/pedropur/,S20
365,Pedro Dellagnelo,Oico,https://www.linkedin.com/in/pedrodellagnelo/,S20
366,Farza Majeed,buildspace,https://www.linkedin.com/in/farza-majeed-76685612a/,S20
367,Gabe Ruttner,ClearMix,https://linkedin.com/in/gruttner,S20
368,Tomer Dorfan,ClearMix,https://www.linkedin.com/in/tsdorfan/,S20
369,Brian Park,Foreword,https://www.linkedin.com/in/brian-park-52b51b32/,S20
370,Malea Gadoury,Foreword,https://www.linkedin.com/in/maleagadoury/,S20
371,Kevin Unkrich,Monosi,https://linkedin.com/in/unkrich5,S20
372,Ivan Porollo,Monosi,https://linkedin.com/in/iporollo,S20
373,Nik Kotov,Atomized,https://linkedin.com/in/nikkotov,S20
374,Piyush Vishwakarma,Jeevam Health,https://www.linkedin.com/in/piyush-021092/,S20
375,Kamran Alam,Jeevam Health,https://www.linkedin.com/in/kamran-alam-80446860/,S20
376,Chen Wang,Nototo,https://www.linkedin.com/in/userchenwang/,S20
377,Austa Jiang,Nototo,https://www.linkedin.com/in/austajiang/,S20
378,David Albers,RTCanary,https://www.linkedin.com/in/david-albers-352152133/,S20
379,Ayan Bandyopadhyay,RTCanary,https://www.linkedin.com/in/ayan-bandyopadhyay-9a45b1103/,S20
380,Michael Rupprecht,RTCanary,https://www.linkedin.com/in/mkrupprecht/,S20
381,Kapil Sinha,RTCanary,https://www.linkedin.com/in/kapil-sinha/,S20
382,Bradley Justice,RTCanary,https://www.linkedin.com/in/bradley-justice-568519195/,S20
383,Emily Wang,Bento,https://www.linkedin.com/in/emilyyidanwang/,S20
384,Jason Hoch,Bento,https://www.linkedin.com/in/jason-hoch/,S20
385,Ben Scharfstein,Rume,https://www.linkedin.com/in/benscharfstein/,S20
386,Vincenzo Vitiello,Rume,https://www.linkedin.com/in/vincenzo-vitiello-5621a765/,S20
387,Bryant Wolf,Rume,https://www.linkedin.com/in/bryantawolf/,S20
388,Nikhil Bhargava,Metamanagement,https://www.linkedin.com/in/nikhil-bhargava/,S20
389,Himank Yadav,Reploy,https://www.linkedin.com/in/himankyadav/,S20
390,Ajay Saini,Overfit,https://www.linkedin.com/in/ajay-saini-598551b4/,S20
391,Vahid Fazel-Rezai,Overfit,https://www.linkedin.com/in/vahidfazelrezai,S20
392,Tyler Shimko,Trident Bioscience,https://www.linkedin.com/in/tyler-shimko/,S20
393,Jeung Park,Racer,https://linkedin.com/in/jeung-park,S20
394,Lior Grossman,Openbase,https://www.linkedin.com/in/liorgrossman,S20
395,Soumil Singh,Unfaze AI,https://www.linkedin.com/in/soumil-singh/,S20
396,Dhruv Gupta,Unfaze AI,https://www.linkedin.com/in/dhruv4/,S20
